TimeDate,signal quality,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,lowgamma,mid gamma
13:24:48 12-12-2024,0,63,60,6663,7523,3510,3301,2561,20453,6875,2125
13:24:49 12-12-2024,0,64,57,5857,26400,12006,7212,6030,17708,9308,1911
13:24:50 12-12-2024,0,69,43,81954,3467,710,1534,1860,4568,2327,2406
13:24:51 12-12-2024,0,69,44,1456,5584,5030,6127,2580,20460,12370,2763
13:24:52 12-12-2024,0,60,61,6148,6696,12901,24000,14551,15392,15430,9020
13:24:53 12-12-2024,0,57,69,9233,26217,24747,9453,9626,16521,7204,5682
13:24:54 12-12-2024,0,54,84,2410,7848,20018,16578,10404,20545,22542,2782
13:24:55 12-12-2024,0,61,70,5047,5066,2030,1770,3797,21415,10521,5414
13:24:56 12-12-2024,0,60,54,24672,23467,5129,3596,4034,11942,12085,3159
13:24:57 12-12-2024,0,54,48,19943,44545,20820,4133,2992,11614,21898,3937
13:24:58 12-12-2024,0,56,35,13032,14206,3029,6655,8232,12454,20704,6602
13:24:59 12-12-2024,0,38,56,18102,17216,14968,30043,17308,18574,4864,3317
13:25:00 12-12-2024,0,51,56,14428,5939,1452,6212,2987,22534,13998,7929
13:25:01 12-12-2024,0,57,44,20136,25614,2914,4256,7232,12485,8689,2729
13:25:02 12-12-2024,0,64,35,3380,11196,3100,1670,11713,19406,7789,3221
13:25:03 12-12-2024,0,64,17,490436,35279,1123,9728,8756,14962,32165,4015
13:25:04 12-12-2024,0,47,1,57506,59021,1580,1948,8998,13289,5056,3676
13:25:05 12-12-2024,0,43,10,222624,29313,8066,5402,5794,9413,5036,3253
13:25:06 12-12-2024,0,34,20,3118,15684,1335,5421,4198,7316,9123,4392
13:25:07 12-12-2024,0,29,40,17107,6145,14783,5145,8640,5778,5497,2040
13:25:08 12-12-2024,0,38,51,1581,13382,3171,1433,6242,10195,10216,3551
13:25:09 12-12-2024,0,41,48,13469,22271,6784,1377,5259,8960,5011,3570
13:25:10 12-12-2024,0,47,63,2536,2487,2844,12954,1307,12513,8169,1603
13:25:11 12-12-2024,0,53,50,6424,12376,5371,3667,8991,10792,5535,4228
13:25:12 12-12-2024,0,41,70,8236,16762,22944,5253,3918,5660,6721,4752
13:25:13 12-12-2024,0,35,70,47750,71099,6433,10638,2582,11340,1658,2367
13:25:14 12-12-2024,0,26,56,33488,35012,7077,7692,7918,13195,8257,4771
13:25:15 12-12-2024,0,21,56,6778,45020,2924,14922,4327,18317,4037,5044
13:25:16 12-12-2024,0,38,44,3535,5627,4279,7152,6187,18271,14314,3412
13:25:17 12-12-2024,0,56,47,12226,5366,3215,2507,4707,12599,4548,4193
13:25:18 12-12-2024,0,47,57,23510,31063,14039,20837,4277,5696,11702,2381
13:25:19 12-12-2024,0,37,66,120298,77984,25416,29147,9413,11985,8678,10573
13:25:20 12-12-2024,0,35,60,45417,19871,6548,5725,9733,24014,12749,2064
13:25:21 12-12-2024,0,27,63,68688,32001,12287,9002,5145,29463,8188,5218
13:25:22 12-12-2024,0,41,57,3010,12292,13219,1715,1211,11650,18509,4831
13:25:23 12-12-2024,0,64,50,18878,5636,4051,2852,6961,16528,16452,6091
13:25:24 12-12-2024,0,57,51,5893,23957,3666,5118,4577,10681,30621,3709
13:25:25 12-12-2024,0,53,56,10073,21251,17812,3979,5046,13250,13171,4426
13:25:26 12-12-2024,0,66,44,20158,1460,2201,3635,13958,14736,15881,6716
13:25:27 12-12-2024,0,61,48,14882,12094,6752,4025,6160,18421,21466,7683
13:25:28 12-12-2024,0,69,51,45985,23012,17574,4396,10975,31119,23344,7150
13:25:29 12-12-2024,0,61,47,23995,38519,5890,13360,9095,6899,5667,4660
13:25:30 12-12-2024,0,44,57,11142,10625,11517,4042,11265,7256,12904,4748
13:25:31 12-12-2024,0,38,60,59849,27510,7747,12933,15389,15674,13225,3924
13:25:32 12-12-2024,0,35,66,7114,7423,6077,8223,2341,10972,9651,2541
13:25:33 12-12-2024,0,50,64,11873,13456,3235,8402,14218,15962,4052,11137
13:25:34 12-12-2024,0,57,61,7061,8742,9875,3426,4692,16944,6893,7190
13:25:35 12-12-2024,0,54,63,16154,20286,11751,2016,5271,8611,8549,1529
13:25:36 12-12-2024,0,54,64,9819,6414,17476,1426,4804,14150,10635,3866
13:25:37 12-12-2024,0,54,69,5083,7447,9427,1916,7242,11150,12105,5599
13:25:38 12-12-2024,0,51,70,692942,27017,18506,24878,18278,42188,40010,5899
13:25:39 12-12-2024,0,61,75,11811,10761,13283,14773,6392,36156,5986,4047
13:25:40 12-12-2024,0,66,63,2082,13331,4041,7288,3552,24091,11302,7285
13:25:41 12-12-2024,0,69,56,11428,17649,5263,7797,7225,27264,17258,6010
13:25:42 12-12-2024,0,74,43,20988,23961,569,8133,3475,26709,7066,5001
13:25:43 12-12-2024,0,63,38,52381,32713,17228,4440,6341,14601,25475,6863
13:25:44 12-12-2024,0,53,50,28669,26545,37202,9855,14742,17637,8977,6066
13:25:45 12-12-2024,0,48,50,756804,26579,13470,1564,6198,23707,5892,2644
13:25:46 12-12-2024,0,37,53,39207,10882,2374,1205,1142,3271,5408,1831
13:25:47 12-12-2024,0,41,51,1644,9476,3200,3905,3737,8260,17452,1500
13:25:48 12-12-2024,0,51,41,26126,10569,3881,5538,9114,15108,10634,3512
13:25:49 12-12-2024,0,61,38,3548,3716,3335,1996,5651,15378,11222,3242
13:25:50 12-12-2024,0,69,44,12333,16300,10289,10334,12502,23020,7787,3242
13:25:51 12-12-2024,0,51,53,30230,38603,22428,17811,8152,3873,6953,5683
13:25:52 12-12-2024,0,27,60,16863,48617,11473,19253,10390,3519,6652,2395
13:25:54 12-12-2024,0,1,53,27320,64521,16745,12885,19101,9591,5217,5133
13:25:55 12-12-2024,0,14,48,16286,6284,6851,5987,4865,17259,8099,3461
13:25:56 12-12-2024,0,30,54,12551,20052,23960,11145,4280,15949,12095,4918
13:25:57 12-12-2024,0,47,66,10673,11548,13189,6488,5564,28573,11602,1874
13:25:58 12-12-2024,0,60,63,8626,11328,4258,1422,5241,9391,9599,1812
13:25:59 12-12-2024,0,51,63,19306,18718,4496,12569,4560,11614,11240,4545
13:26:00 12-12-2024,0,54,54,23385,20219,10173,7295,4312,19589,5246,3998
13:26:01 12-12-2024,0,47,47,74453,10279,2084,1084,2078,4018,1899,543
13:26:02 12-12-2024,0,50,51,2275,6969,7483,6102,9333,17848,15612,6348
13:26:03 12-12-2024,0,54,40,25431,32833,5995,5854,9280,23816,18427,6177
13:26:04 12-12-2024,0,57,40,6558,6272,11454,3654,13069,14650,13722,7527
13:26:05 12-12-2024,0,57,57,4803,6616,8620,9496,4405,7328,16907,9138
13:26:06 12-12-2024,0,60,50,4713,12254,2429,4871,6137,21575,11966,3720
13:26:07 12-12-2024,0,61,61,11073,11531,2439,18045,11372,23746,16860,5519
13:26:08 12-12-2024,0,60,50,22719,47489,2604,9582,6240,29306,21616,5526
13:26:09 12-12-2024,0,69,38,11360,9647,14076,3363,14119,27186,7412,3725
13:26:10 12-12-2024,0,67,38,23367,23088,4808,8885,15987,34302,7168,4864
13:26:11 12-12-2024,0,69,40,4706,4008,3313,9864,5391,14861,11473,4221
13:26:12 12-12-2024,0,75,48,5805,5568,2815,3151,3393,10239,11269,1802
13:26:13 12-12-2024,0,60,51,17662,44281,15274,15570,5390,12781,11325,13595
13:26:14 12-12-2024,0,51,54,24808,34396,9146,6997,6575,22385,14486,6281
13:26:15 12-12-2024,0,41,51,38040,28332,17282,3082,7814,11174,8296,5064
13:26:16 12-12-2024,0,38,63,3198,7239,9819,19743,4700,21341,5226,3701
13:26:17 12-12-2024,0,40,67,22610,24899,17432,13158,5231,12284,7525,6730
13:26:18 12-12-2024,0,48,63,16637,7083,2486,1436,6683,11905,6427,6589
13:26:19 12-12-2024,0,57,56,1976,10300,1659,4881,4069,13889,4860,3004
13:26:20 12-12-2024,0,51,50,13480,30488,9532,16660,9565,13928,7446,3466
13:26:21 12-12-2024,0,56,44,32093,6129,4596,6456,10322,7643,5455,3262
13:26:22 12-12-2024,0,48,54,32443,22167,7211,15048,14237,15908,12354,1700
13:26:23 12-12-2024,0,43,53,24423,19054,3140,3046,3270,9246,6294,2481
13:26:24 12-12-2024,0,43,56,15843,16534,11138,11936,6349,11056,4229,3136
13:26:25 12-12-2024,0,38,61,12754,13983,4652,14334,7289,7453,8740,4142
13:26:26 12-12-2024,0,27,54,14364,50606,14644,3368,9959,9196,6921,1163
13:26:27 12-12-2024,0,23,66,13758,21228,18462,1473,5871,9807,6095,1856
13:26:28 12-12-2024,0,30,66,11013,2453,7986,2011,4520,7850,5648,1955
13:26:29 12-12-2024,0,37,60,13292,14024,8957,1087,3758,9799,7020,5108
13:26:30 12-12-2024,0,50,61,9951,17824,10484,4847,8387,22913,7316,1817
13:26:31 12-12-2024,0,60,54,8018,8425,2824,4057,8549,10981,4942,3437
13:26:32 12-12-2024,0,51,53,11186,18374,11808,12437,12251,11043,4438,3254
13:26:33 12-12-2024,0,56,56,8599,4745,3742,4491,4227,9468,10722,3883
13:26:34 12-12-2024,0,56,56,3166,16194,3347,11498,8490,17979,18145,4787
13:26:35 12-12-2024,0,51,64,2468,10264,3561,15214,11691,13302,10348,2337
13:26:36 12-12-2024,0,60,54,4662,10407,473,6058,6079,12793,9065,2783
13:26:37 12-12-2024,0,63,48,10432,9397,3472,5094,8244,16596,10163,7247
13:26:38 12-12-2024,0,60,48,46814,27215,14779,4163,8453,18387,8745,4978
13:26:39 12-12-2024,0,60,47,11563,15407,16845,4181,11870,16133,6150,1584
13:26:40 12-12-2024,0,48,67,29832,18788,37252,12988,5195,13050,9087,5589
13:26:41 12-12-2024,0,47,78,3818,6669,2670,20188,10400,25097,8828,11139
13:26:42 12-12-2024,0,54,80,2137,4745,8792,6659,12777,19814,14483,5156
13:26:43 12-12-2024,0,64,67,6161,7220,4458,2714,6391,24030,10864,12628
13:26:44 12-12-2024,0,61,51,79921,116064,14307,32531,12674,17990,23212,11994
13:26:45 12-12-2024,0,43,47,152982,45079,6886,10069,5570,6348,5856,18869
13:26:46 12-12-2024,0,27,41,31718,18486,6220,449,3204,3815,3094,952
13:26:47 12-12-2024,0,14,51,13354,5472,5259,2723,6798,4933,4896,3299
13:26:48 12-12-2024,0,14,47,608663,82333,12215,8969,10582,10577,3485,4779
13:26:49 12-12-2024,0,29,48,2794,10106,11137,2236,9193,13371,14846,2553
13:26:50 12-12-2024,0,43,51,3777,11826,5549,6728,8040,15808,8317,6603
13:26:51 12-12-2024,0,38,50,11218,27463,14122,4123,7483,8671,6057,4812
13:26:52 12-12-2024,0,43,60,25590,13162,3715,6756,4730,4660,3266,4388
13:26:53 12-12-2024,0,30,63,42804,17262,12781,4921,6899,5607,8910,2462
13:26:54 12-12-2024,0,30,74,17083,3157,6930,9138,8950,12347,11747,6400
13:26:55 12-12-2024,0,26,63,35161,39966,4482,5569,4756,5716,14647,6550
13:26:56 12-12-2024,0,30,54,16315,30798,5901,7285,10339,15371,7736,4107
13:26:57 12-12-2024,0,44,53,6025,9847,12655,7613,6785,22297,10345,4590
13:26:58 12-12-2024,0,40,48,5763,21577,11831,6758,6860,12972,14767,3565
13:26:59 12-12-2024,0,48,56,10768,11829,4859,8183,10502,8232,20413,4803
13:27:00 12-12-2024,0,56,66,3095,2982,1657,8561,4577,12423,12131,3375
13:27:01 12-12-2024,0,41,56,43104,70135,5662,15208,12325,11595,12516,2236
13:27:02 12-12-2024,0,44,43,114007,11685,704,2324,2038,7340,1624,2598
13:27:03 12-12-2024,0,38,43,14629,26312,9351,10997,11380,6894,14511,1660
13:27:04 12-12-2024,0,34,41,7916,9683,8306,2452,4880,10309,14270,5040
13:27:05 12-12-2024,0,47,56,4133,4362,11123,3955,4674,11290,7242,3145
13:27:06 12-12-2024,0,37,54,57194,68690,5610,4881,6235,12058,9144,3627
13:27:07 12-12-2024,0,43,44,8651,36610,7253,3912,3395,15428,13752,3965
13:27:08 12-12-2024,0,43,44,20492,18725,10744,6028,7657,17443,12869,5127
13:27:09 12-12-2024,0,44,30,6861,11960,5276,3088,8438,14861,19497,10988
13:27:10 12-12-2024,0,53,35,19884,31648,5832,2853,5948,16369,24164,2204
13:27:11 12-12-2024,0,61,35,6770,9616,1668,5085,10348,13574,12448,3540
13:27:12 12-12-2024,0,63,30,2127,4533,4630,4277,14486,9403,10525,1720
13:27:13 12-12-2024,0,67,37,19800,7787,10381,5670,4739,29378,5598,5160
13:27:14 12-12-2024,0,81,41,4552,4278,2731,4564,4143,24273,11738,3655
13:27:15 12-12-2024,0,66,63,72932,55713,49306,57332,16941,22753,12101,6839
13:27:16 12-12-2024,0,66,69,7511,3210,11158,2831,9056,12289,14525,5402
13:27:17 12-12-2024,0,51,67,430720,47938,17511,5650,10859,13544,9455,1338
13:27:18 12-12-2024,0,44,51,13279,23761,1982,915,12690,28319,4691,2659
13:27:19 12-12-2024,0,53,34,90701,29078,5885,7103,5476,16408,14114,8459
13:27:20 12-12-2024,0,48,29,5005,17549,5964,9334,2488,13799,6395,6738
13:27:21 12-12-2024,0,56,23,7919,26712,763,6620,3963,16921,9686,5957
13:27:22 12-12-2024,0,43,61,4349,13534,7195,32242,5769,9243,18619,2181
13:27:23 12-12-2024,0,40,53,19299,26579,2949,2145,5324,10787,21349,8992
13:27:24 12-12-2024,0,34,50,50722,33981,13541,11818,26232,9015,5795,4212
13:27:25 12-12-2024,0,24,44,48256,12117,887,998,3465,2572,4118,804
13:27:26 12-12-2024,0,35,23,311914,23301,2015,7939,4730,23055,17553,5059
13:27:27 12-12-2024,0,30,30,58542,56208,21332,878,15763,17041,13461,2840
13:27:28 12-12-2024,0,41,35,3275,8397,2586,6782,3420,9181,14559,2509
13:27:29 12-12-2024,0,51,50,4197,19069,10302,10440,7720,23231,5347,2989
13:27:30 12-12-2024,0,41,63,263332,41077,32081,4177,4576,14767,5430,4538
13:27:31 12-12-2024,0,38,69,10641,32806,11985,14524,7725,9967,4879,2650
13:27:32 12-12-2024,0,38,67,55075,5134,1943,1402,500,4518,5071,839
13:27:33 12-12-2024,0,43,63,1248,9802,7110,3951,4239,23554,26138,10462
13:27:34 12-12-2024,0,54,43,10673,14523,1190,2525,9014,13546,10161,8245
13:27:35 12-12-2024,0,54,44,3357,20268,5359,14084,5380,6888,15846,5116
13:27:36 12-12-2024,0,56,50,10709,9306,1926,14104,7009,14215,9729,4654
13:27:37 12-12-2024,0,44,67,18932,10673,23347,39075,12046,18655,8455,2608
13:27:38 12-12-2024,0,43,88,16598,7645,8529,15709,8659,21545,10098,7486
13:27:39 12-12-2024,0,50,96,10379,18827,46781,11857,3241,26818,12168,5771
13:27:40 12-12-2024,0,50,88,13819,25618,6735,5326,2569,24026,8044,4305
13:27:41 12-12-2024,0,61,69,10420,6521,4936,4391,6164,17624,7087,4158
13:27:42 12-12-2024,0,54,69,35361,28189,8320,20770,8152,18367,19657,4025
13:27:43 12-12-2024,0,54,61,22613,24474,23389,9890,12012,18726,12908,2999
13:27:44 12-12-2024,0,50,56,10860,24029,2238,4257,6323,10981,10594,5465
13:27:45 12-12-2024,0,35,57,129439,24922,15110,1479,15862,7641,3510,2953
13:27:46 12-12-2024,0,34,57,30966,28782,26735,8313,22224,16735,17730,1843
13:27:47 12-12-2024,0,30,57,127752,32980,31667,4610,3799,15754,13121,5556
13:27:48 12-12-2024,0,26,78,34593,29389,24820,23689,6824,16519,21543,7633
13:27:49 12-12-2024,0,41,66,132137,17205,5428,1144,8588,21318,10154,5658
13:27:50 12-12-2024,0,47,64,4111,10336,2652,7227,4457,11826,13141,1532
13:27:51 12-12-2024,0,63,41,2517,11840,1290,2140,3935,21561,6165,5262
13:27:52 12-12-2024,0,60,29,107554,44683,4713,13453,4209,12173,5336,3905
13:27:53 12-12-2024,0,50,53,6336,17640,11081,34375,5433,16746,13748,2165
13:27:54 12-12-2024,0,38,53,59931,32751,10979,6534,5767,7093,5895,6265
13:27:55 12-12-2024,0,35,69,40554,14132,15000,2219,2620,31596,8634,3259
13:27:56 12-12-2024,0,29,77,76832,60926,48160,4561,13529,8561,8340,5389
13:27:57 12-12-2024,0,30,60,113136,51689,11942,7232,1768,28048,15982,5296
13:27:58 12-12-2024,0,48,48,101152,18939,2702,3721,9280,22608,10251,2729
13:27:59 12-12-2024,0,44,37,42539,20374,3751,2613,5392,17766,6628,8917
13:28:00 12-12-2024,0,54,41,18740,16390,14744,21361,12048,15933,3226,5281
13:28:01 12-12-2024,0,54,27,29283,49446,4399,1802,7757,22341,7641,2192
13:28:02 12-12-2024,0,43,43,9935,22110,10954,6915,7187,9072,6550,2406
13:28:03 12-12-2024,0,43,50,130694,24269,9915,3952,2993,23072,7370,12696
13:28:04 12-12-2024,0,38,40,377791,60785,8835,20275,13632,13979,4078,4088
13:28:05 12-12-2024,0,30,63,17327,27844,15082,17113,10104,11411,3363,2929
13:28:06 12-12-2024,0,27,74,54233,9829,27819,6203,13412,6632,3177,1644
13:28:07 12-12-2024,0,26,77,3316,9005,3054,11802,20632,10998,12018,12132
13:28:08 12-12-2024,0,40,80,2670,5313,9572,852,4300,12655,11784,3981
13:28:09 12-12-2024,0,47,74,83857,5808,1204,3212,1850,4715,5202,4657
13:28:10 12-12-2024,0,47,56,82029,104729,15882,19073,4631,21769,20575,4305
13:28:11 12-12-2024,0,51,60,7220,7618,7246,8934,3964,18045,24059,3869
13:28:12 12-12-2024,0,41,60,9028,35020,21522,17614,20711,20410,13095,3982
13:28:13 12-12-2024,0,44,64,16818,12581,11891,12534,7258,24739,13024,2270
13:28:14 12-12-2024,0,66,60,3320,6892,1425,3943,3115,23431,31163,938
13:28:15 12-12-2024,0,54,61,12234,28313,12808,17187,1374,11964,6630,7122
13:28:16 12-12-2024,0,66,53,39956,16356,6789,3363,2746,26617,16296,5950
13:28:17 12-12-2024,0,54,48,66636,78961,14920,22780,8216,18856,23577,5117
13:28:18 12-12-2024,0,43,60,330294,23547,3151,16840,1936,23665,13170,5112
13:28:19 12-12-2024,0,50,50,35629,32144,8876,5930,5740,16568,12861,4576
13:28:20 12-12-2024,0,40,60,56976,24630,11713,10086,5451,13973,12373,3035
13:28:21 12-12-2024,0,50,61,12227,5939,1909,11100,11043,10755,9076,5451
13:28:22 12-12-2024,0,57,50,4703,5101,1395,2071,2118,15357,9420,2437
13:28:23 12-12-2024,0,60,60,4901,5997,2817,9614,4063,8036,19505,4079
13:28:24 12-12-2024,0,63,41,67332,50475,3974,3499,5119,27342,15223,3763
13:28:25 12-12-2024,0,57,24,62505,55307,3377,4117,1449,20588,12383,3330
13:28:26 12-12-2024,0,48,37,29132,24306,12223,9060,5527,18963,10164,3402
13:28:27 12-12-2024,0,35,35,3395,42703,21567,7810,2173,7035,5686,834
13:28:28 12-12-2024,0,40,35,10875,14596,1386,1942,7832,15576,7749,7546
13:28:29 12-12-2024,0,27,53,25277,36016,16104,6746,8603,4210,9610,4415
13:28:30 12-12-2024,0,37,44,2659,9871,2174,6442,10128,23060,22297,2909
13:28:31 12-12-2024,0,48,44,6970,30488,20069,19365,3703,25482,21902,3562
13:28:32 12-12-2024,0,43,63,19727,32186,11892,15672,2544,30123,7327,3638
13:28:33 12-12-2024,0,60,66,4268,6446,12522,14003,9091,20434,9183,4884
13:28:34 12-12-2024,0,51,77,58793,26816,2999,29699,4795,27296,16719,9815
13:28:35 12-12-2024,0,51,84,5728,7640,28182,14125,6965,18031,12895,2459
13:28:36 12-12-2024,0,56,84,9090,5681,8130,2300,2340,14848,23455,7589
13:28:37 12-12-2024,0,53,78,8551,31949,15051,4596,7425,16507,5114,13590
13:28:38 12-12-2024,0,57,74,3534,11275,3779,9765,5429,22420,7026,3598
13:28:39 12-12-2024,0,60,74,9601,4440,41062,6670,6159,22164,25362,1271
13:28:40 12-12-2024,0,61,57,8788,8700,2244,1147,7235,15163,26170,3295
13:28:41 12-12-2024,0,69,56,153043,20073,19252,1574,12478,32173,14131,8032
13:28:42 12-12-2024,0,69,57,727,10996,4008,9709,1350,20727,4745,4609
13:28:43 12-12-2024,0,77,43,17197,8314,10075,4364,8359,26219,10176,8142
13:28:44 12-12-2024,0,60,54,70266,54671,5376,17222,7254,14210,7935,7541
13:28:45 12-12-2024,0,63,44,15448,7851,1509,1828,2356,13913,13437,1455
13:28:46 12-12-2024,0,56,27,77095,66046,2797,4595,14409,25098,6587,4869
13:28:47 12-12-2024,0,43,43,14363,9260,23108,37465,16814,15110,23681,8389
13:28:48 12-12-2024,0,44,48,21073,46117,18996,19269,11527,19827,10686,3337
13:28:49 12-12-2024,0,35,69,819270,18487,29323,24952,9610,25110,19091,3494
13:28:50 12-12-2024,0,41,90,8435,11924,7732,11115,4222,25121,14701,8602
13:28:51 12-12-2024,0,47,75,3841,28413,4877,12274,8221,19666,7092,2411
13:28:52 12-12-2024,0,50,81,10359,35111,34535,32364,6199,29474,8117,3496
13:28:53 12-12-2024,0,53,63,34410,43290,5532,9995,6988,35124,7261,2403
13:28:54 12-12-2024,0,56,56,6599,9826,4057,6562,7247,22446,10071,2725
13:28:55 12-12-2024,0,63,56,33542,5145,1863,5152,4326,11672,5310,11824
13:28:56 12-12-2024,0,77,38,8002,6746,449,6435,7120,21808,17167,6581
13:28:57 12-12-2024,0,77,44,2907,9012,6445,4797,11349,10672,5137,4401
13:28:58 12-12-2024,0,80,29,3254,21594,1573,3926,11872,43945,15775,2832
13:28:59 12-12-2024,0,64,34,11607,42781,16523,12248,7377,11975,24682,10024
13:29:00 12-12-2024,0,47,53,25699,24295,34546,17554,4684,12570,12082,5368
13:29:01 12-12-2024,0,51,56,3263,9938,7951,9346,4068,27103,16063,10664
13:29:02 12-12-2024,0,40,75,2419,15269,952,12275,5718,12188,13293,1322
13:29:03 12-12-2024,0,47,70,3131,16585,3201,9632,5965,9654,8998,2142
13:29:04 12-12-2024,0,57,44,48741,34868,3006,5026,9718,29440,19038,6579
13:29:05 12-12-2024,0,57,35,130926,25970,8971,4865,12840,43958,13458,5168
13:29:06 12-12-2024,0,48,34,348097,24819,6206,3103,1748,5073,4038,2263
13:29:07 12-12-2024,0,56,23,102815,4639,1148,1258,5388,6102,1250,581
13:29:08 12-12-2024,0,44,53,9200,11568,25817,17982,6331,9041,12831,1766
13:29:09 12-12-2024,0,34,53,94687,66862,5827,12522,18725,21122,7138,5960
13:29:10 12-12-2024,0,47,53,103247,24211,16303,4801,4414,35248,20915,10561
13:29:11 12-12-2024,0,30,63,368306,55914,19665,10353,18035,9528,24574,13676
13:29:12 12-12-2024,0,35,47,22722,25756,6424,8699,5466,10192,17864,4529
13:29:13 12-12-2024,0,27,57,12461,25896,7412,12281,8807,6023,12341,1505
13:29:14 12-12-2024,0,27,56,10780,16864,3544,7465,2754,22500,9090,2949
13:29:15 12-12-2024,0,44,57,4549,4670,3157,4517,640,12265,5509,3538
13:29:16 12-12-2024,0,44,57,17309,38155,16144,5186,6491,12396,7074,2254
13:29:17 12-12-2024,0,54,57,7068,26615,22756,5434,10266,22863,12537,2045
13:29:18 12-12-2024,0,48,61,64413,5892,2540,1058,1204,3468,5145,1251
13:29:19 12-12-2024,0,53,57,14254,2305,7171,3672,9416,23821,13715,6197
13:29:20 12-12-2024,0,63,54,9826,10418,4342,4718,9655,12467,6390,6210
13:29:21 12-12-2024,0,70,41,3007,13197,3078,3146,11259,24472,22245,2465
13:29:22 12-12-2024,0,80,43,1144,5947,4620,9713,5228,18950,16512,4990
13:29:23 12-12-2024,0,60,48,7144,31813,15239,6640,6316,9341,5872,3394
13:29:24 12-12-2024,0,54,50,8419,21701,3380,6871,4138,10555,11115,1937
13:29:25 12-12-2024,0,48,60,114643,8534,5838,1334,2355,9731,3321,884
13:29:26 12-12-2024,0,38,56,20555,31197,14567,3607,10320,15278,23450,1527
13:29:27 12-12-2024,0,56,48,2882,8368,3705,6507,7110,27445,6672,4929
13:29:28 12-12-2024,0,64,60,8298,5071,5417,26326,4297,29141,10875,2866
13:29:29 12-12-2024,0,75,57,1689,3619,4388,10804,6374,42272,15379,5727
13:29:30 12-12-2024,0,70,60,1780284,117385,53679,51498,102861,45247,76147,20740
13:29:31 12-12-2024,0,64,54,251144,35609,5230,6563,7352,30469,18210,5684
13:29:32 12-12-2024,0,64,47,14850,8513,6373,3336,4546,13595,9940,7297
13:29:33 12-12-2024,0,57,44,4728,7856,4318,7902,19116,17625,15437,3454
13:29:34 12-12-2024,0,61,51,11226,14582,16177,2579,2313,12213,6760,2707
13:29:35 12-12-2024,0,56,51,27500,36247,6413,5542,7080,18293,4471,8497
13:29:36 12-12-2024,0,56,54,14919,12647,5807,11632,5732,20706,10019,3148
13:29:37 12-12-2024,0,53,63,5682,10860,10809,10265,7554,19484,16997,5479
13:29:38 12-12-2024,0,56,56,1359966,38385,22751,7797,2338,33390,45267,11611
13:29:39 12-12-2024,0,60,74,26655,16687,23310,11269,3870,26917,23154,3716
13:29:40 12-12-2024,0,60,69,191131,20233,8364,8130,8277,26283,7300,3778
13:29:41 12-12-2024,0,57,61,11932,31901,10912,5687,7927,25772,11684,3004
13:29:42 12-12-2024,0,57,53,3670,33603,2886,9869,7411,24026,8966,5321
13:29:43 12-12-2024,0,50,38,294966,75952,14709,9618,19753,16688,11964,6211
13:29:44 12-12-2024,0,37,38,64320,43547,4295,12488,2571,9737,29512,9613
13:29:45 12-12-2024,0,43,44,6765,9837,20720,2496,1717,42142,5346,2594
13:29:46 12-12-2024,0,40,47,90916,68317,9921,12924,5271,27927,11710,4624
13:29:47 12-12-2024,0,43,53,18226,32114,16257,7496,12679,16232,11999,3231
13:29:48 12-12-2024,0,56,51,7333,10086,5106,5040,9418,14879,9106,3244
13:29:49 12-12-2024,0,54,50,8740,6755,4749,6865,7149,17865,17623,19780
13:29:50 12-12-2024,0,56,51,7068,34788,7697,13663,14526,18381,25221,3534
13:29:51 12-12-2024,0,63,51,4993,13961,5591,10083,10196,21805,10687,4946
13:29:52 12-12-2024,0,67,51,4158,5474,9455,1731,5576,28360,8547,5009
13:29:53 12-12-2024,0,60,48,483977,17742,4789,6721,11914,11747,7964,1890
13:29:54 12-12-2024,0,66,48,50193,19692,11204,3474,4320,25864,13829,5499
13:29:55 12-12-2024,0,53,53,64681,40237,25481,4026,5778,9042,9721,5995
13:29:56 12-12-2024,0,44,44,22181,14154,1270,3002,8494,10167,13347,1947
13:29:57 12-12-2024,0,56,38,18115,10175,5111,2327,8564,30399,12151,2456
13:29:58 12-12-2024,0,53,35,87515,22335,2525,8022,8697,16048,5707,4054
13:29:59 12-12-2024,0,53,37,52701,40834,10441,23834,8151,10404,7007,5177
13:30:00 12-12-2024,0,64,44,19696,3000,6177,4015,6428,27948,4878,5116
13:30:01 12-12-2024,0,53,41,8622,19522,5324,1300,21709,9946,13480,4792
13:30:02 12-12-2024,0,51,43,44488,31139,11402,4760,15781,16738,12081,1335
13:30:03 12-12-2024,0,64,40,18543,6140,5684,5351,6286,11882,25567,4003
13:30:04 12-12-2024,0,51,43,116593,25422,13340,4153,9230,17608,19875,3535
13:30:05 12-12-2024,0,61,47,27126,5045,2804,420,665,11764,2986,668
13:30:06 12-12-2024,0,64,50,4990,24269,5522,12063,7015,25461,14695,1243
13:30:07 12-12-2024,0,66,35,6683,18957,1113,5619,16114,20669,8032,9768
13:30:08 12-12-2024,0,70,34,14857,15297,7429,3249,3372,22097,19696,3411
13:30:09 12-12-2024,0,64,38,54248,40826,16911,11565,12863,39604,8217,5345
13:30:10 12-12-2024,0,54,37,293204,34774,5960,9137,9425,9915,6337,4920
13:30:11 12-12-2024,0,41,54,193902,11798,5867,4894,2206,3592,2599,1905
13:30:12 12-12-2024,0,34,53,85679,22662,5328,5966,12711,10221,18440,5102
